Type of Task,Date,Start Time,End Time,Duration (in hours),Year,Month,Month_Name,Day,Day_of_Week,Week_Number,Year_Month,Day_Type,Start_Hour,Start_Minute,Start_Period,Time_Category,End_Hour,Duration_Minutes,Quarter
Data Analyst,2025-07-19,10:33:06 am,12:15:44 pm,1.71,2025,7,July,19,Saturday,29,2025-07,Weekend,10,33,AM,Morning,12,102.6,3
Data Analyst,2025-07-19,4:00:37 pm,6:30:58 pm,2.51,2025,7,July,19,Saturday,29,2025-07,Weekend,16,0,PM,Afternoon,18,150.6,3
Data Analyst,2025-07-20,1:40:40 am,1:59:38 am,0.32,2025,7,July,20,Sunday,29,2025-07,Weekend,1,40,AM,Night,1,19.2,3
Data Analyst,2025-07-20,2:10:05 am,2:17:16 am,0.12,2025,7,July,20,Sunday,29,2025-07,Weekend,2,10,AM,Night,2,7.199999999999999,3
Data Analyst,2025-07-20,5:30:31 am,7:33:03 am,2.04,2025,7,July,20,Sunday,29,2025-07,Weekend,5,30,AM,Morning,7,122.4,3
Data Analyst,2025-07-20,10:47:14 am,12:24:43 pm,1.62,2025,7,July,20,Sunday,29,2025-07,Weekend,10,47,AM,Morning,12,97.2,3
Data Analyst,2025-07-20,2:56:58 pm,5:25:25 pm,2.47,2025,7,July,20,Sunday,29,2025-07,Weekend,14,56,PM,Afternoon,17,148.20000000000002,3
Data Analyst,2025-07-21,10:02:16 am,10:20:16 am,0.3,2025,7,July,21,Monday,30,2025-07,Weekday,10,2,AM,Morning,10,18.0,3
Data Analyst,2025-07-22,10:25:10 am,10:50:46 am,0.43,2025,7,July,22,Tuesday,30,2025-07,Weekday,10,25,AM,Morning,10,25.8,3
Data Analyst,2025-07-22,11:20:36 am,12:06:35 pm,0.77,2025,7,July,22,Tuesday,30,2025-07,Weekday,11,20,AM,Morning,12,46.2,3
Data Analyst,2025-07-22,1:34:04 pm,4:45:25 pm,3.19,2025,7,July,22,Tuesday,30,2025-07,Weekday,13,34,PM,Afternoon,16,191.4,3
Data Analyst,2025-07-23,10:30:53 am,12:04:15 pm,1.56,2025,7,July,23,Wednesday,30,2025-07,Weekday,10,30,AM,Morning,12,93.60000000000001,3
Data Analyst,2025-07-23,12:31:10 pm,1:41:31 pm,1.17,2025,7,July,23,Wednesday,30,2025-07,Weekday,12,31,PM,Afternoon,13,70.19999999999999,3
Data Analyst,2025-07-23,2:08:25 pm,2:40:00 pm,0.53,2025,7,July,23,Wednesday,30,2025-07,Weekday,14,8,PM,Afternoon,14,31.8,3
Software Developer,2025-07-24,2:45:35 am,2:49:12 am,0.06,2025,7,July,24,Thursday,30,2025-07,Weekday,2,45,AM,Night,2,3.5999999999999996,3
Data Analyst,2025-07-24,2:50:06 am,3:00:14 am,0.17,2025,7,July,24,Thursday,30,2025-07,Weekday,2,50,AM,Night,3,10.200000000000001,3
Data Analyst,2025-07-24,9:59:24 am,12:11:07 pm,2.2,2025,7,July,24,Thursday,30,2025-07,Weekday,9,59,AM,Morning,12,132.0,3
Data Analyst,2025-07-25,10:01:35 am,10:19:33 am,0.3,2025,7,July,25,Friday,30,2025-07,Weekday,10,1,AM,Morning,10,18.0,3
Data Analyst,2025-07-25,11:46:00 am,12:06:00 pm,0.33,2025,7,July,25,Friday,30,2025-07,Weekday,11,46,AM,Morning,12,19.8,3
Data Analyst,2025-07-25,1:06:06 pm,1:47:10 pm,0.68,2025,7,July,25,Friday,30,2025-07,Weekday,13,6,PM,Afternoon,13,40.800000000000004,3
Data Analyst,2025-07-25,2:02:48 pm,3:16:21 pm,1.23,2025,7,July,25,Friday,30,2025-07,Weekday,14,2,PM,Afternoon,15,73.8,3
Data Analyst,2025-07-25,5:16:27 pm,5:23:49 pm,0.12,2025,7,July,25,Friday,30,2025-07,Weekday,17,16,PM,Evening,17,7.199999999999999,3
Data Analyst,2025-07-25,5:34:00 pm,6:30:52 pm,0.95,2025,7,July,25,Friday,30,2025-07,Weekday,17,34,PM,Evening,18,57.0,3
Data Analyst,2025-07-25,10:26:01 pm,11:46:05 pm,1.33,2025,7,July,25,Friday,30,2025-07,Weekday,22,26,PM,Night,23,79.80000000000001,3
Data Analyst,2025-07-26,11:24:49 am,11:52:13 am,0.46,2025,7,July,26,Saturday,30,2025-07,Weekend,11,24,AM,Morning,11,27.6,3
Data Analyst,2025-07-26,1:09:58 pm,2:51:14 pm,1.69,2025,7,July,26,Saturday,30,2025-07,Weekend,13,9,PM,Afternoon,14,101.39999999999999,3
Data Analyst,2025-07-26,3:05:18 pm,4:31:40 pm,1.44,2025,7,July,26,Saturday,30,2025-07,Weekend,15,5,PM,Afternoon,16,86.39999999999999,3
Data Analyst,2025-07-26,9:22:22 pm,11:26:13 pm,2.06,2025,7,July,26,Saturday,30,2025-07,Weekend,21,22,PM,Night,23,123.60000000000001,3
Data Analyst,2025-07-27,4:03:42 pm,5:05:04 pm,1.02,2025,7,July,27,Sunday,30,2025-07,Weekend,16,3,PM,Afternoon,17,61.2,3
Data Analyst,2025-07-27,5:23:44 pm,6:42:43 pm,1.32,2025,7,July,27,Sunday,30,2025-07,Weekend,17,23,PM,Evening,18,79.2,3
Data Analyst,2025-07-27,9:32:31 pm,9:55:10 pm,0.38,2025,7,July,27,Sunday,30,2025-07,Weekend,21,32,PM,Night,21,22.8,3
Data Analyst,2025-07-27,10:11:34 pm,10:49:09 pm,0.63,2025,7,July,27,Sunday,30,2025-07,Weekend,22,11,PM,Night,22,37.8,3
Data Analyst,2025-07-28,11:01:52 am,11:51:47 am,0.83,2025,7,July,28,Monday,31,2025-07,Weekday,11,1,AM,Morning,11,49.8,3
Data Analyst,2025-07-28,11:59:40 am,12:34:50 pm,0.59,2025,7,July,28,Monday,31,2025-07,Weekday,11,59,AM,Morning,12,35.4,3
Data Analyst,2025-07-28,1:27:40 pm,2:53:42 pm,1.43,2025,7,July,28,Monday,31,2025-07,Weekday,13,27,PM,Afternoon,14,85.8,3
Data Analyst,2025-07-28,3:49:40 pm,3:55:48 pm,0.1,2025,7,July,28,Monday,31,2025-07,Weekday,15,49,PM,Afternoon,15,6.0,3
Data Analyst,2025-07-28,4:14:40 pm,4:49:06 pm,0.57,2025,7,July,28,Monday,31,2025-07,Weekday,16,14,PM,Afternoon,16,34.199999999999996,3
Data Analyst,2025-07-28,8:30:44 pm,9:36:45 pm,1.1,2025,7,July,28,Monday,31,2025-07,Weekday,20,30,PM,Evening,21,66.0,3
Software Developer,2025-07-28,9:40:11 pm,9:47:49 pm,0.13,2025,7,July,28,Monday,31,2025-07,Weekday,21,40,PM,Night,21,7.800000000000001,3
Data Analyst,2025-07-28,9:48:04 pm,11:19:17 pm,1.52,2025,7,July,28,Monday,31,2025-07,Weekday,21,48,PM,Night,23,91.2,3
Data Analyst,2025-07-29,6:08:55 pm,7:46:54 pm,1.63,2025,7,July,29,Tuesday,31,2025-07,Weekday,18,8,PM,Evening,19,97.8,3
Data Analyst,2025-07-29,7:58:57 pm,8:55:35 pm,0.94,2025,7,July,29,Tuesday,31,2025-07,Weekday,19,58,PM,Evening,20,56.4,3
Data Analyst,2025-07-29,9:11:03 pm,11:44:49 pm,2.56,2025,7,July,29,Tuesday,31,2025-07,Weekday,21,11,PM,Night,23,153.6,3
Data Analyst,2025-07-30,11:35:04 am,12:09:34 pm,0.57,2025,7,July,30,Wednesday,31,2025-07,Weekday,11,35,AM,Morning,12,34.199999999999996,3
Data Analyst,2025-07-30,1:43:08 pm,2:16:23 pm,0.55,2025,7,July,30,Wednesday,31,2025-07,Weekday,13,43,PM,Afternoon,14,33.0,3
Data Analyst,2025-07-30,4:40:20 pm,5:05:32 pm,0.42,2025,7,July,30,Wednesday,31,2025-07,Weekday,16,40,PM,Afternoon,17,25.2,3
Data Analyst,2025-07-30,6:09:58 pm,7:34:01 pm,1.4,2025,7,July,30,Wednesday,31,2025-07,Weekday,18,9,PM,Evening,19,84.0,3
Data Analyst,2025-07-30,7:48:19 pm,10:12:29 pm,2.4,2025,7,July,30,Wednesday,31,2025-07,Weekday,19,48,PM,Evening,22,144.0,3
Data Analyst,2025-07-31,8:22:59 am,10:33:16 am,2.17,2025,7,July,31,Thursday,31,2025-07,Weekday,8,22,AM,Morning,10,130.2,3
Data Analyst,2025-07-31,10:10:03 pm,12:04:36 am,1.91,2025,7,July,31,Thursday,31,2025-07,Weekday,22,10,PM,Night,0,114.6,3
Data Analyst,2025-08-01,1:57:56 pm,4:02:31 pm,2.08,2025,8,August,1,Friday,31,2025-08,Weekday,13,57,PM,Afternoon,16,124.80000000000001,3
Data Analyst,2025-08-01,11:24:26 pm,11:55:58 pm,0.53,2025,8,August,1,Friday,31,2025-08,Weekday,23,24,PM,Night,23,31.8,3
Data Analyst,2025-08-02,12:44:03 pm,1:28:52 pm,0.75,2025,8,August,2,Saturday,31,2025-08,Weekend,12,44,PM,Afternoon,13,45.0,3
Data Analyst,2025-08-02,4:42:01 pm,7:18:04 pm,2.6,2025,8,August,2,Saturday,31,2025-08,Weekend,16,42,PM,Afternoon,19,156.0,3
Data Analyst,2025-08-02,9:42:01 pm,11:58:10 pm,2.27,2025,8,August,2,Saturday,31,2025-08,Weekend,21,42,PM,Night,23,136.2,3
Data Analyst,2025-08-03,12:00:25 am,1:16:32 am,1.27,2025,8,August,3,Sunday,31,2025-08,Weekend,0,0,AM,Night,1,76.2,3
Data Analyst,2025-08-03,7:44:16 am,8:22:52 am,0.64,2025,8,August,3,Sunday,31,2025-08,Weekend,7,44,AM,Morning,8,38.4,3
Data Analyst,2025-08-03,12:39:37 pm,1:02:14 pm,0.38,2025,8,August,3,Sunday,31,2025-08,Weekend,12,39,PM,Afternoon,13,22.8,3
Data Analyst,2025-08-03,1:25:21 pm,7:20:59 pm,5.93,2025,8,August,3,Sunday,31,2025-08,Weekend,13,25,PM,Afternoon,19,355.79999999999995,3
Data Analyst,2025-08-03,9:48:13 pm,12:14:22 am,2.44,2025,8,August,3,Sunday,31,2025-08,Weekend,21,48,PM,Night,0,146.4,3
Data Analyst,2025-08-04,12:16:00 am,1:08:42 am,0.88,2025,8,August,4,Monday,32,2025-08,Weekday,0,16,AM,Night,1,52.8,3
Data Analyst,2025-08-04,5:01:32 pm,7:57:35 pm,2.93,2025,8,August,4,Monday,32,2025-08,Weekday,17,1,PM,Evening,19,175.8,3
Data Analyst,2025-08-04,8:15:07 pm,9:50:03 pm,1.58,2025,8,August,4,Monday,32,2025-08,Weekday,20,15,PM,Evening,21,94.80000000000001,3
Data Analyst,2025-08-04,10:06:48 pm,11:49:31 pm,1.71,2025,8,August,4,Monday,32,2025-08,Weekday,22,6,PM,Night,23,102.6,3
Data Analyst,2025-08-05,7:05:58 am,7:35:33 am,0.49,2025,8,August,5,Tuesday,32,2025-08,Weekday,7,5,AM,Morning,7,29.4,3
Data Analyst,2025-08-05,11:59:41 am,12:17:03 pm,0.29,2025,8,August,5,Tuesday,32,2025-08,Weekday,11,59,AM,Morning,12,17.4,3
Data Analyst,2025-08-05,12:42:38 pm,1:08:33 pm,0.43,2025,8,August,5,Tuesday,32,2025-08,Weekday,12,42,PM,Afternoon,13,25.8,3
Data Analyst,2025-08-05,1:13:46 pm,1:53:21 pm,0.66,2025,8,August,5,Tuesday,32,2025-08,Weekday,13,13,PM,Afternoon,13,39.6,3
Data Analyst,2025-08-05,2:18:01 pm,3:10:25 pm,0.87,2025,8,August,5,Tuesday,32,2025-08,Weekday,14,18,PM,Afternoon,15,52.2,3
Data Analyst,2025-08-05,4:03:14 pm,5:45:27 pm,1.7,2025,8,August,5,Tuesday,32,2025-08,Weekday,16,3,PM,Afternoon,17,102.0,3
Data Analyst,2025-08-07,11:14:35 pm,11:49:47 pm,0.59,2025,8,August,7,Thursday,32,2025-08,Weekday,23,14,PM,Night,23,35.4,3
Data Analyst,2025-08-08,2:49:11 pm,3:33:01 pm,0.73,2025,8,August,8,Friday,32,2025-08,Weekday,14,49,PM,Afternoon,15,43.8,3
Data Analyst,2025-08-08,3:53:39 pm,4:35:15 pm,0.69,2025,8,August,8,Friday,32,2025-08,Weekday,15,53,PM,Afternoon,16,41.4,3
Data Analyst,2025-08-08,10:26:02 pm,11:32:30 pm,1.11,2025,8,August,8,Friday,32,2025-08,Weekday,22,26,PM,Night,23,66.60000000000001,3
Data Analyst,2025-08-08,11:56:13 pm,12:09:08 am,0.22,2025,8,August,8,Friday,32,2025-08,Weekday,23,56,PM,Night,0,13.2,3
Data Analyst,2025-08-09,12:09:09 am,1:06:41 am,0.96,2025,8,August,9,Saturday,32,2025-08,Weekend,0,9,AM,Night,1,57.599999999999994,3
Data Analyst,2025-08-09,3:06:47 pm,8:00:02 pm,4.89,2025,8,August,9,Saturday,32,2025-08,Weekend,15,6,PM,Afternoon,20,293.4,3
Data Analyst,2025-08-10,9:39:02 am,10:53:42 am,1.24,2025,8,August,10,Sunday,32,2025-08,Weekend,9,39,AM,Morning,10,74.4,3
Data Analyst,2025-08-10,2:36:25 pm,3:44:25 pm,1.13,2025,8,August,10,Sunday,32,2025-08,Weekend,14,36,PM,Afternoon,15,67.8,3
Academics,2025-08-10,6:50:57 pm,7:27:40 pm,0.61,2025,8,August,10,Sunday,32,2025-08,Weekend,18,50,PM,Evening,19,36.6,3
Academics,2025-08-10,7:54:13 pm,8:14:38 pm,0.34,2025,8,August,10,Sunday,32,2025-08,Weekend,19,54,PM,Evening,20,20.400000000000002,3
Academics,2025-08-10,10:09:37 pm,10:37:47 pm,0.47,2025,8,August,10,Sunday,32,2025-08,Weekend,22,9,PM,Night,22,28.2,3
Data Analyst,2025-08-10,10:37:53 pm,11:21:03 pm,0.72,2025,8,August,10,Sunday,32,2025-08,Weekend,22,37,PM,Night,23,43.199999999999996,3
Data Analyst,2025-08-11,2:32:48 pm,3:51:24 pm,1.31,2025,8,August,11,Monday,33,2025-08,Weekday,14,32,PM,Afternoon,15,78.60000000000001,3
Data Analyst,2025-08-11,4:31:09 pm,7:29:47 pm,2.98,2025,8,August,11,Monday,33,2025-08,Weekday,16,31,PM,Afternoon,19,178.8,3
Data Analyst,2025-08-11,7:51:19 pm,7:57:07 pm,0.1,2025,8,August,11,Monday,33,2025-08,Weekday,19,51,PM,Evening,19,6.0,3
Data Analyst,2025-08-11,8:27:02 pm,10:23:44 pm,1.95,2025,8,August,11,Monday,33,2025-08,Weekday,20,27,PM,Evening,22,117.0,3
Data Analyst,2025-08-11,11:00:06 pm,12:03:07 am,1.05,2025,8,August,11,Monday,33,2025-08,Weekday,23,0,PM,Night,0,63.0,3
Data Analyst,2025-08-12,1:23:30 pm,1:34:21 pm,0.18,2025,8,August,12,Tuesday,33,2025-08,Weekday,13,23,PM,Afternoon,13,10.799999999999999,3
Data Analyst,2025-08-12,1:40:23 pm,3:54:42 pm,2.24,2025,8,August,12,Tuesday,33,2025-08,Weekday,13,40,PM,Afternoon,15,134.4,3
Data Analyst,2025-08-13,11:50:23 am,12:03:15 pm,0.21,2025,8,August,13,Wednesday,33,2025-08,Weekday,11,50,AM,Morning,12,12.6,3
Data Analyst,2025-08-13,12:46:55 pm,1:21:55 pm,0.58,2025,8,August,13,Wednesday,33,2025-08,Weekday,12,46,PM,Afternoon,13,34.8,3
Data Analyst,2025-08-13,5:19:11 pm,6:22:57 pm,1.06,2025,8,August,13,Wednesday,33,2025-08,Weekday,17,19,PM,Evening,18,63.6,3
Data Analyst,2025-08-13,9:02:32 pm,10:23:52 pm,1.36,2025,8,August,13,Wednesday,33,2025-08,Weekday,21,2,PM,Night,22,81.60000000000001,3
Data Analyst,2025-08-14,11:14:40 pm,11:39:40 pm,0.42,2025,8,August,14,Thursday,33,2025-08,Weekday,23,14,PM,Night,23,25.2,3
Academics,2025-08-14,11:40:45 pm,12:00:34 am,0.33,2025,8,August,14,Thursday,33,2025-08,Weekday,23,40,PM,Night,0,19.8,3
Academics,2025-08-15,12:00:44 am,1:08:03 am,1.12,2025,8,August,15,Friday,33,2025-08,Weekday,0,0,AM,Night,1,67.2,3
Machine Learning,2025-08-15,1:43:45 pm,4:09:29 pm,2.43,2025,8,August,15,Friday,33,2025-08,Weekday,13,43,PM,Afternoon,16,145.8,3
Machine Learning,2025-08-15,8:06:16 pm,9:04:46 pm,0.97,2025,8,August,15,Friday,33,2025-08,Weekday,20,6,PM,Evening,21,58.199999999999996,3
Machine Learning,2025-08-15,11:03:06 pm,12:00:18 am,0.95,2025,8,August,15,Friday,33,2025-08,Weekday,23,3,PM,Night,0,57.0,3
Machine Learning,2025-08-16,12:00:25 am,12:28:52 am,0.47,2025,8,August,16,Saturday,33,2025-08,Weekend,0,0,AM,Night,0,28.2,3
Machine Learning,2025-08-16,10:26:46 am,11:20:56 am,0.9,2025,8,August,16,Saturday,33,2025-08,Weekend,10,26,AM,Morning,11,54.0,3
Machine Learning,2025-08-16,11:55:04 am,12:14:21 pm,0.32,2025,8,August,16,Saturday,33,2025-08,Weekend,11,55,AM,Morning,12,19.2,3
Machine Learning,2025-08-16,12:48:01 pm,1:25:48 pm,0.63,2025,8,August,16,Saturday,33,2025-08,Weekend,12,48,PM,Afternoon,13,37.8,3
Machine Learning,2025-08-16,2:16:46 pm,2:23:05 pm,0.11,2025,8,August,16,Saturday,33,2025-08,Weekend,14,16,PM,Afternoon,14,6.6,3
Machine Learning,2025-08-16,6:06:34 pm,6:57:43 pm,0.85,2025,8,August,16,Saturday,33,2025-08,Weekend,18,6,PM,Evening,18,51.0,3
Machine Learning,2025-08-16,7:27:50 pm,8:49:21 pm,1.36,2025,8,August,16,Saturday,33,2025-08,Weekend,19,27,PM,Evening,20,81.60000000000001,3
Machine Learning,2025-08-16,9:02:40 pm,11:38:35 pm,2.6,2025,8,August,16,Saturday,33,2025-08,Weekend,21,2,PM,Night,23,156.0,3
Machine Learning,2025-08-17,8:52:56 am,9:07:55 am,0.25,2025,8,August,17,Sunday,33,2025-08,Weekend,8,52,AM,Morning,9,15.0,3
Machine Learning,2025-08-17,12:12:05 pm,2:11:38 pm,1.99,2025,8,August,17,Sunday,33,2025-08,Weekend,12,12,PM,Afternoon,14,119.4,3
Machine Learning,2025-08-17,2:33:14 pm,4:13:31 pm,1.67,2025,8,August,17,Sunday,33,2025-08,Weekend,14,33,PM,Afternoon,16,100.19999999999999,3
Machine Learning,2025-08-18,5:15:29 am,6:39:36 am,1.4,2025,8,August,18,Monday,34,2025-08,Weekday,5,15,AM,Morning,6,84.0,3
Machine Learning,2025-08-19,5:08:46 am,7:42:28 am,2.56,2025,8,August,19,Tuesday,34,2025-08,Weekday,5,8,AM,Morning,7,153.6,3
Machine Learning,2025-08-19,11:40:26 am,12:05:37 pm,0.42,2025,8,August,19,Tuesday,34,2025-08,Weekday,11,40,AM,Morning,12,25.2,3
Machine Learning,2025-08-19,1:41:36 pm,1:51:56 pm,0.17,2025,8,August,19,Tuesday,34,2025-08,Weekday,13,41,PM,Afternoon,13,10.200000000000001,3
Machine Learning,2025-08-19,4:09:23 pm,4:40:08 pm,0.51,2025,8,August,19,Tuesday,34,2025-08,Weekday,16,9,PM,Afternoon,16,30.6,3
Machine Learning,2025-08-19,5:20:09 pm,6:55:11 pm,1.58,2025,8,August,19,Tuesday,34,2025-08,Weekday,17,20,PM,Evening,18,94.80000000000001,3
Machine Learning,2025-08-19,8:27:05 pm,9:15:27 pm,0.81,2025,8,August,19,Tuesday,34,2025-08,Weekday,20,27,PM,Evening,21,48.6,3
Machine Learning,2025-08-20,7:18:48 am,7:44:18 am,0.42,2025,8,August,20,Wednesday,34,2025-08,Weekday,7,18,AM,Morning,7,25.2,3
Data Analyst,2025-08-20,10:45:05 am,12:09:46 pm,1.41,2025,8,August,20,Wednesday,34,2025-08,Weekday,10,45,AM,Morning,12,84.6,3
Data Analyst,2025-08-20,1:34:57 pm,2:49:07 pm,1.24,2025,8,August,20,Wednesday,34,2025-08,Weekday,13,34,PM,Afternoon,14,74.4,3
Academics,2025-08-21,8:01:48 am,8:57:23 am,0.93,2025,8,August,21,Thursday,34,2025-08,Weekday,8,1,AM,Morning,8,55.800000000000004,3
Academics,2025-08-21,11:55:23 am,12:09:44 pm,0.24,2025,8,August,21,Thursday,34,2025-08,Weekday,11,55,AM,Morning,12,14.399999999999999,3
Academics,2025-08-21,12:53:16 pm,1:20:02 pm,0.45,2025,8,August,21,Thursday,34,2025-08,Weekday,12,53,PM,Afternoon,13,27.0,3
Academics,2025-08-21,1:51:34 pm,3:25:18 pm,1.56,2025,8,August,21,Thursday,34,2025-08,Weekday,13,51,PM,Afternoon,15,93.60000000000001,3
Academics,2025-08-21,5:14:06 pm,5:30:21 pm,0.27,2025,8,August,21,Thursday,34,2025-08,Weekday,17,14,PM,Evening,17,16.200000000000003,3
Machine Learning,2025-08-21,8:29:19 pm,10:03:07 pm,1.56,2025,8,August,21,Thursday,34,2025-08,Weekday,20,29,PM,Evening,22,93.60000000000001,3
Academics,2025-08-22,8:10:17 am,8:47:59 am,0.63,2025,8,August,22,Friday,34,2025-08,Weekday,8,10,AM,Morning,8,37.8,3
Academics,2025-08-22,8:53:18 am,9:04:40 am,0.19,2025,8,August,22,Friday,34,2025-08,Weekday,8,53,AM,Morning,9,11.4,3
Academics,2025-08-22,11:33:42 am,12:04:20 pm,0.51,2025,8,August,22,Friday,34,2025-08,Weekday,11,33,AM,Morning,12,30.6,3
Academics,2025-08-22,3:48:48 pm,3:59:01 pm,0.17,2025,8,August,22,Friday,34,2025-08,Weekday,15,48,PM,Afternoon,15,10.200000000000001,3
Academics,2025-08-22,4:07:54 pm,4:19:52 pm,0.2,2025,8,August,22,Friday,34,2025-08,Weekday,16,7,PM,Afternoon,16,12.0,3
Academics,2025-08-22,5:31:08 pm,6:33:42 pm,1.04,2025,8,August,22,Friday,34,2025-08,Weekday,17,31,PM,Evening,18,62.400000000000006,3
Academics,2025-08-23,3:06:45 pm,5:35:42 pm,2.48,2025,8,August,23,Saturday,34,2025-08,Weekend,15,6,PM,Afternoon,17,148.8,3
Artificial Intelligence,2025-08-23,6:48:12 pm,7:21:55 pm,0.56,2025,8,August,23,Saturday,34,2025-08,Weekend,18,48,PM,Evening,19,33.6,3
Data Analyst,2025-08-23,11:10:15 pm,12:23:08 am,1.21,2025,8,August,23,Saturday,34,2025-08,Weekend,23,10,PM,Night,0,72.6,3
Data Analyst,2025-08-24,12:23:12 am,12:57:01 am,0.56,2025,8,August,24,Sunday,34,2025-08,Weekend,0,23,AM,Night,0,33.6,3
Data Analyst,2025-08-24,12:51:45 pm,3:20:01 pm,2.47,2025,8,August,24,Sunday,34,2025-08,Weekend,12,51,PM,Afternoon,15,148.20000000000002,3
Academics,2025-08-24,3:20:04 pm,4:58:12 pm,1.64,2025,8,August,24,Sunday,34,2025-08,Weekend,15,20,PM,Afternoon,16,98.39999999999999,3
Academics,2025-08-24,5:57:53 pm,6:52:43 pm,0.91,2025,8,August,24,Sunday,34,2025-08,Weekend,17,57,PM,Evening,18,54.6,3
Academics,2025-08-24,8:44:29 pm,10:31:49 pm,1.79,2025,8,August,24,Sunday,34,2025-08,Weekend,20,44,PM,Evening,22,107.4,3
Academics,2025-08-25,5:25:24 pm,7:06:27 pm,1.68,2025,8,August,25,Monday,35,2025-08,Weekday,17,25,PM,Evening,19,100.8,3
Academics,2025-08-25,7:48:12 pm,9:00:24 pm,1.2,2025,8,August,25,Monday,35,2025-08,Weekday,19,48,PM,Evening,21,72.0,3
Academics,2025-08-25,9:53:57 pm,10:44:45 pm,0.85,2025,8,August,25,Monday,35,2025-08,Weekday,21,53,PM,Night,22,51.0,3
Academics,2025-08-26,12:28:10 am,2:01:35 am,1.56,2025,8,August,26,Tuesday,35,2025-08,Weekday,0,28,AM,Night,2,93.60000000000001,3
Academics,2025-08-26,2:15:28 pm,3:01:59 pm,0.78,2025,8,August,26,Tuesday,35,2025-08,Weekday,14,15,PM,Afternoon,15,46.800000000000004,3
Academics,2025-08-26,3:18:00 pm,3:23:25 pm,0.09,2025,8,August,26,Tuesday,35,2025-08,Weekday,15,18,PM,Afternoon,15,5.3999999999999995,3
Academics,2025-08-26,5:32:21 pm,5:38:09 pm,0.1,2025,8,August,26,Tuesday,35,2025-08,Weekday,17,32,PM,Evening,17,6.0,3
Academics,2025-08-26,6:10:53 pm,6:44:59 pm,0.57,2025,8,August,26,Tuesday,35,2025-08,Weekday,18,10,PM,Evening,18,34.199999999999996,3
Machine Learning,2025-08-26,10:14:46 pm,11:40:41 pm,1.43,2025,8,August,26,Tuesday,35,2025-08,Weekday,22,14,PM,Night,23,85.8,3
Machine Learning,2025-08-27,1:56:13 pm,2:29:38 pm,0.56,2025,8,August,27,Wednesday,35,2025-08,Weekday,13,56,PM,Afternoon,14,33.6,3
Machine Learning,2025-08-29,5:39:30 am,6:06:09 am,0.44,2025,8,August,29,Friday,35,2025-08,Weekday,5,39,AM,Morning,6,26.4,3
Machine Learning,2025-08-29,6:58:15 am,7:29:48 am,0.53,2025,8,August,29,Friday,35,2025-08,Weekday,6,58,AM,Morning,7,31.8,3
Machine Learning,2025-08-29,11:17:59 am,12:03:09 pm,0.75,2025,8,August,29,Friday,35,2025-08,Weekday,11,17,AM,Morning,12,45.0,3
Machine Learning,2025-08-29,12:37:53 pm,12:45:23 pm,0.13,2025,8,August,29,Friday,35,2025-08,Weekday,12,37,PM,Afternoon,12,7.800000000000001,3
Machine Learning,2025-08-29,1:00:20 pm,6:22:12 pm,5.36,2025,8,August,29,Friday,35,2025-08,Weekday,13,0,PM,Afternoon,18,321.6,3
Data Analyst,2025-08-29,9:50:06 pm,12:00:25 am,2.17,2025,8,August,29,Friday,35,2025-08,Weekday,21,50,PM,Night,0,130.2,3
Data Analyst,2025-08-30,7:06:09 am,9:49:27 am,2.72,2025,8,August,30,Saturday,35,2025-08,Weekend,7,6,AM,Morning,9,163.20000000000002,3
Data Analyst,2025-08-31,9:40:13 am,11:17:08 am,1.62,2025,8,August,31,Sunday,35,2025-08,Weekend,9,40,AM,Morning,11,97.2,3
Data Analyst,2025-08-31,1:09:36 pm,1:37:14 pm,0.46,2025,8,August,31,Sunday,35,2025-08,Weekend,13,9,PM,Afternoon,13,27.6,3
Data Analyst,2025-08-31,1:55:55 pm,2:34:04 pm,0.64,2025,8,August,31,Sunday,35,2025-08,Weekend,13,55,PM,Afternoon,14,38.4,3
Data Analyst,2025-08-31,4:30:00 pm,4:44:08 pm,0.24,2025,8,August,31,Sunday,35,2025-08,Weekend,16,30,PM,Afternoon,16,14.399999999999999,3
Academics,2025-08-31,5:32:29 pm,7:02:02 pm,1.49,2025,8,August,31,Sunday,35,2025-08,Weekend,17,32,PM,Evening,19,89.4,3
Academics,2025-09-01,6:28:28 AM,9:59:59 AM,3.53,2025,9,September,1,Monday,36,2025-09,Weekday,6,28,AM,Morning,9,211.79999999999998,3
Machine Learning,2025-09-01,2:38:45 PM,4:51:49 PM,2.22,2025,9,September,1,Monday,36,2025-09,Weekday,14,38,PM,Afternoon,16,133.20000000000002,3
Machine Learning,2025-09-01,6:54:11 PM,7:23:46 PM,0.49,2025,9,September,1,Monday,36,2025-09,Weekday,18,54,PM,Evening,19,29.4,3
Machine Learning,2025-09-01,8:10:07 PM,10:09:41 PM,1.99,2025,9,September,1,Monday,36,2025-09,Weekday,20,10,PM,Evening,22,119.4,3
Machine Learning,2025-09-02,11:16:25 AM,11:32:32 AM,0.27,2025,9,September,2,Tuesday,36,2025-09,Weekday,11,16,AM,Morning,11,16.200000000000003,3
Machine Learning,2025-09-02,1:55:58 PM,2:25:15 PM,0.49,2025,9,September,2,Tuesday,36,2025-09,Weekday,13,55,PM,Afternoon,14,29.4,3
Machine Learning,2025-09-02,2:37:45 PM,5:31:49 PM,2.9,2025,9,September,2,Tuesday,36,2025-09,Weekday,14,37,PM,Afternoon,17,174.0,3
